trajectory_id,split
traj_01747,train
traj_01748,train
traj_01749,train
traj_01750,train
traj_01751,train
traj_01752,train
traj_01753,train
traj_01754,train
traj_01755,train
traj_01756,train
traj_01757,train
traj_01758,train
traj_01759,train
traj_01760,test
traj_01761,train
traj_01762,train
traj_01763,train
traj_01764,train
traj_01765,train
traj_01766,train
traj_01767,train
traj_01768,train
traj_01769,train
traj_01770,train
traj_01771,val
traj_01772,train
traj_01773,train
traj_01774,train
traj_01775,train
traj_01776,train
traj_01777,test
traj_01778,train
traj_01779,train
traj_01780,train
traj_01781,train
traj_01782,train
traj_01783,train
traj_01784,train
traj_01785,test
traj_01786,val
traj_01787,train
traj_01788,train
traj_01789,train
traj_01790,val
traj_01791,train
traj_01792,test
traj_01793,val
traj_01794,train
traj_01795,train
traj_01796,train
traj_01797,train
traj_01798,train
traj_01799,train
traj_01800,train
traj_01801,val
traj_01802,train
traj_01803,train
traj_01804,train
traj_01805,train
traj_01806,train
traj_01807,train
traj_01808,val
traj_01809,train
traj_01810,test
traj_01811,val
traj_01812,test
traj_01813,test
traj_01814,train
traj_01815,train
traj_01816,train
traj_01817,train
traj_01818,train
traj_01819,test
traj_01820,train
traj_01821,train
traj_01822,train
traj_01823,train
traj_01824,val
traj_01825,train
traj_01826,val
traj_01827,train
traj_01828,train
traj_01829,train
traj_01830,train
traj_01831,test
traj_01832,train
traj_01833,train
traj_01834,train
traj_01835,train
traj_01836,train
traj_01837,train
traj_01838,test
traj_01839,train
traj_01840,train
traj_01841,train
traj_01842,train
traj_01843,test
traj_01844,test
traj_01845,train
traj_01846,train
traj_01847,train
traj_01848,train
traj_01849,train
traj_01850,val
traj_01851,train
traj_01852,train
traj_01853,train
traj_01854,train
traj_01855,train
traj_01856,train
traj_01857,train
traj_01858,train
traj_01859,train
traj_01860,train
traj_01861,test
traj_01862,train
traj_01863,train
traj_01864,train
traj_01865,train
traj_01866,train
traj_01867,val
traj_01868,val
traj_01869,val
traj_01870,train
traj_01871,train
traj_01872,train
traj_01873,train
traj_01874,val
traj_01875,val
traj_01876,test
traj_01877,train
traj_01878,test
traj_01879,train
traj_01880,train
traj_01881,train
traj_01882,val
traj_01883,val
traj_01884,train
traj_01885,train
traj_01886,train
traj_01887,train
traj_01888,train
traj_01889,train
traj_01890,train
traj_01891,val
traj_01892,train
traj_01893,train
traj_01894,train
traj_01895,train
traj_01896,test
traj_01897,train
traj_01898,train
traj_01899,train
traj_01900,train
traj_01901,test
traj_01902,train
traj_01903,train
traj_01904,test
traj_01905,train
traj_01906,val
traj_01907,train
traj_01908,train
traj_01909,train
traj_01910,test
traj_01911,train
traj_01912,val
traj_01913,train
traj_01914,train
traj_01915,val
traj_01916,train
traj_01917,train
traj_01918,test
traj_01919,train
traj_01920,test
traj_01921,train
traj_01922,test
traj_01923,train
traj_01924,train
traj_01925,train
traj_01926,train
traj_01927,val
traj_01928,train
traj_01929,train
traj_01930,train
traj_01931,train
traj_01932,train
traj_01933,val
traj_01934,train
traj_01935,train
traj_01936,train
traj_01937,train
traj_01938,train
traj_01939,train
traj_01940,train
traj_01941,train
traj_01942,train
traj_01943,val
traj_01944,test
traj_01945,train
traj_01946,train
traj_01947,train
traj_01948,train
traj_01949,train
traj_01950,test
traj_01951,train
traj_01952,test
traj_01953,train
traj_01954,train
traj_01955,val
traj_01956,train
traj_01957,val
traj_01958,train
traj_01959,train
traj_01960,val
traj_01961,train
traj_01962,train
traj_01963,train
traj_01964,train
traj_01965,test
traj_01966,train
traj_01967,test
traj_01968,val
traj_01969,train
traj_01970,train
traj_01971,train
traj_01972,train
traj_01973,train
traj_01974,train
traj_01975,train
traj_01976,val
traj_01977,test
traj_01978,train
traj_01979,train
traj_01980,train
traj_01981,train
traj_01982,train
traj_01983,val
traj_01984,val
traj_01985,train
traj_01986,train
traj_01987,train
traj_01988,train
traj_01989,train
traj_01990,train
traj_01991,train
traj_01992,train
traj_01993,train
traj_01994,train
traj_01995,train
traj_01996,val
traj_01997,train
traj_01998,train
traj_01999,train
traj_02000,train
traj_02001,train
traj_02002,train
traj_02003,train
traj_02004,train
traj_02005,train
traj_02006,train
traj_02007,train
traj_02008,val
traj_02009,test
traj_02010,train
traj_02011,train
traj_02012,train
traj_02013,train
traj_02014,train
traj_02015,train
traj_02016,train
traj_02017,train
traj_02018,train
traj_02019,train
traj_02020,train
traj_02021,train
traj_02022,val
traj_02023,val
traj_02024,test
traj_02025,train
traj_02026,val
traj_02027,train
traj_02028,test
traj_02029,test
traj_02030,val
traj_02031,test
traj_02032,train
traj_02033,val
traj_02034,train
traj_02035,train
traj_02036,train
traj_02037,train
traj_02038,train
traj_02039,train
traj_02040,train
traj_02041,train
traj_02042,train
traj_02043,train
traj_02044,test
traj_02045,train
traj_02046,train
traj_02047,train
traj_02048,val
traj_02049,test
traj_02050,val
traj_02051,train
traj_02052,train
traj_02053,train
traj_02054,test
traj_02055,train
traj_02056,train
traj_02057,train
traj_02058,train
traj_02059,test
traj_02060,train
traj_02061,val
traj_02062,val
traj_02063,train
traj_02064,train
traj_02065,train
traj_02066,test
traj_02067,train
traj_02068,val
traj_02069,train
traj_02070,train
traj_02071,test
traj_02072,train
traj_02073,train
traj_02074,train
traj_02075,train
traj_02076,train
traj_02077,train
traj_02078,test
traj_02079,train
traj_02080,train
traj_02081,train
traj_02082,test
traj_02083,train
traj_02084,train
traj_02085,train
traj_02086,train
traj_02087,train
traj_02088,test
traj_02089,val
traj_02090,train
traj_02091,train
traj_02092,val
traj_02093,train
traj_02094,val
traj_02095,val
traj_02096,train
traj_02097,train
traj_02098,test
traj_02099,train
traj_02100,test
traj_02101,train
traj_02102,val
traj_02103,train
traj_02104,train
traj_02105,test
traj_02106,val
traj_02107,train
traj_02108,train
traj_02109,train
traj_02110,train
traj_02111,train
traj_02112,test
traj_02113,train
traj_02114,train
traj_02115,test
traj_02116,train
traj_02117,train
traj_02118,train
traj_02119,train
traj_02120,val
traj_02121,test
traj_02122,val
traj_02123,train
traj_02124,test
traj_02125,train
traj_02126,test
traj_02127,train
traj_02128,train
traj_02129,train
traj_02130,train
traj_02131,train
traj_02132,train
traj_02133,train
traj_02134,train
traj_02135,train
traj_02136,train
traj_02137,test
traj_02138,train
traj_02139,train
traj_02140,val
traj_02141,train
traj_02142,test
traj_02143,test
traj_02144,test
traj_02145,train
traj_02146,train
traj_02147,val
traj_02148,train
traj_02149,val
traj_02150,train
traj_02151,train
traj_02152,train
traj_02153,train
traj_02154,val
traj_02155,train
traj_02156,test
traj_02157,train
traj_02158,train
traj_02159,val
traj_02160,test
traj_02161,val
traj_02162,train
traj_02163,train
traj_02164,val
traj_02165,train
traj_02166,train
traj_02167,train
traj_02168,test
traj_02169,test
traj_02170,train
traj_02171,train
traj_02172,test
traj_02173,train
traj_02174,val
traj_02175,train
traj_02176,test
traj_02177,train
traj_02178,test
traj_02179,train
traj_02180,val
traj_02181,test
traj_02182,train
traj_02183,train
traj_02184,train
traj_02185,test
traj_02186,train
traj_02187,test
traj_02188,train
traj_02189,train
traj_02190,train
traj_02191,train
traj_02192,train
traj_02193,train
traj_02194,val
traj_02195,train
traj_02196,train
traj_02197,test
traj_02198,train
traj_02199,train
traj_02200,test
traj_02201,train
traj_02202,train
traj_02203,test
traj_02204,val
traj_02205,val
traj_02206,train
traj_02207,train
traj_02208,test
traj_02209,train
traj_02210,train
traj_02211,train
traj_02212,train
traj_02213,train
traj_02214,val
traj_02215,train
traj_02216,val
traj_02217,test
traj_02218,train
traj_02219,train
traj_02220,train
traj_02221,val
traj_02222,train
traj_02223,train
traj_02224,test
traj_02225,train
traj_02226,val
traj_02227,train
traj_02228,test
traj_02229,train
traj_02230,test
traj_02231,val
traj_02232,train
traj_02233,val
traj_02234,train
traj_02235,train
traj_02236,test
traj_02237,train
traj_02238,test
traj_02239,val
traj_02240,val
traj_02241,train
traj_02242,train
traj_02243,train
traj_02244,val
traj_02245,train
traj_02246,train
traj_02247,train
traj_02248,val
traj_02249,test
traj_02250,train
traj_02251,test
traj_02252,train
traj_02253,train
traj_02254,val
traj_02255,train
traj_02256,train
traj_02257,train
traj_02258,train
traj_02259,train
traj_02260,train
traj_02261,val
traj_02262,train
traj_02263,train
traj_02264,train
traj_02265,train
traj_02266,train
traj_02267,test
traj_02268,train
traj_02269,train
traj_02270,train
traj_02271,train
traj_02272,train
traj_02273,train
traj_02274,train
traj_02275,val
traj_02276,train
traj_02277,train
traj_02278,val
traj_02279,test
traj_02280,train
traj_02281,train
traj_02282,val
traj_02283,train
traj_02284,val
traj_02285,train
traj_02286,train
traj_02287,val
traj_02288,train
traj_02289,train
traj_02290,train
traj_02291,test
traj_02292,train
traj_02293,train
traj_02294,val
traj_02295,train
traj_02296,test
traj_02297,test
traj_02298,train
traj_02299,train
traj_02300,test
traj_02301,train
traj_02302,train
traj_02303,test
traj_02304,train
traj_02305,train
traj_02306,train
traj_02307,test
traj_02308,val
traj_02309,train
traj_02310,train
traj_02311,train
traj_02312,train
traj_02313,train
traj_02314,test
traj_02315,train
traj_02316,train
traj_02317,train
traj_02318,train
traj_02319,val
traj_02320,train
traj_02321,test
traj_02322,train
traj_02323,train
traj_02324,train
traj_02325,val
traj_02326,val
traj_02327,train
traj_02328,train
traj_02329,test
traj_02330,train
traj_02331,train
traj_02332,train
traj_02333,train
traj_02334,val
traj_02335,train
traj_02336,train
traj_02337,val
traj_02338,train
traj_02339,train
traj_02340,train
traj_02341,train
traj_02342,test
traj_02343,train
traj_02344,train
traj_02345,train
traj_02346,val
traj_02347,train
traj_02348,train
traj_02349,train
traj_02350,val
traj_02351,train
traj_02352,train
traj_02353,train
traj_02354,test
traj_02355,test
traj_02356,test
traj_02357,train
traj_02358,test
traj_02359,train
traj_02360,train
traj_02361,train
traj_02362,train
traj_02363,train
traj_02364,train
traj_02365,val
traj_02366,train
traj_02367,train
traj_02368,train
traj_02369,train
traj_02370,train
traj_02371,train
traj_02372,test
traj_02373,train
traj_02374,train
traj_02375,train
traj_02376,train
traj_02377,train
traj_02378,train
traj_02379,test
traj_02380,train
traj_02381,train
traj_02382,train
traj_02383,train
traj_02384,train
traj_02385,train
traj_02386,train
traj_02387,train
traj_02388,train
traj_02389,test
traj_02390,test
traj_02391,test
traj_02392,val
traj_02393,train
traj_02394,val
traj_02395,val
traj_02396,train
traj_02397,train
traj_02398,train
traj_02399,train
traj_02400,train
traj_02401,test
traj_02402,train
traj_02403,test
traj_02404,train
traj_02405,train
traj_02406,train
traj_02407,train
traj_02408,train
traj_02409,train
traj_02410,train
traj_02411,train
traj_02412,train
traj_02413,val
traj_02414,train
traj_02415,train
traj_02416,train
traj_02417,test
traj_02418,train
traj_02419,test
traj_02420,val
traj_02421,train
traj_02422,test
traj_02423,train
traj_02424,val
traj_02425,train
traj_02426,train
traj_02427,val
traj_02428,val
traj_02429,test
traj_02430,val
traj_02431,val
traj_02432,train
traj_02433,train
traj_02434,train
traj_02435,train
traj_02436,train
traj_02437,train
traj_02438,train
traj_02439,train
traj_02440,train
traj_02441,train
traj_02442,train
traj_02443,train
traj_02444,train
traj_02445,train
traj_02446,train
traj_02447,train
traj_02448,train
traj_02449,val
traj_02450,train
traj_02451,train
traj_02452,train
traj_02453,val
traj_02454,train
traj_02455,train
traj_02456,train
traj_02457,train
traj_02458,train
traj_02459,val
traj_02460,train
traj_02461,train
traj_02462,test
traj_02463,test
traj_02464,val
traj_02465,val
traj_02466,train
traj_02467,val
traj_02468,val
traj_02469,test
traj_02470,val
traj_02471,test
traj_02472,train
traj_02473,train
traj_02474,train
traj_02475,test
traj_02476,test
traj_02477,val
traj_02478,train
traj_02479,train
traj_02480,train
traj_02481,val
traj_02482,train
traj_02483,train
traj_02484,val
traj_02485,train
traj_02486,train
traj_02487,train
traj_02488,test
traj_02489,train
traj_02490,test
traj_02491,train
traj_02492,val
traj_02493,test
traj_02494,train
traj_02495,val
traj_02496,test
traj_02497,test
traj_02498,train
traj_02499,train
traj_02500,train
traj_02501,train
traj_02502,test
traj_02503,train
traj_02504,train
traj_02505,val
traj_02506,test
traj_02507,test
traj_02508,test
traj_02509,val
traj_02510,test
traj_02511,train
traj_02512,val
traj_02513,train
traj_02514,train
traj_02515,train
traj_02516,train
traj_02517,val
traj_02518,train
traj_02519,train
traj_02520,train
traj_02521,test
traj_02522,val
traj_02523,train
traj_02524,test
traj_02525,train
traj_02526,test
traj_02527,train
traj_02528,train
traj_02529,train
traj_02530,val
traj_02531,train
traj_02532,train
traj_02533,train
traj_02534,train
traj_02535,test
traj_02536,train
traj_02537,val
traj_02538,test
traj_02539,train
traj_02540,train
traj_02541,val
traj_02542,train
traj_02543,train
traj_02544,val
traj_02545,test
traj_02546,train
traj_02547,train
traj_02548,train
traj_02549,train
traj_02550,train
traj_02551,train
traj_02552,train
traj_02553,train
traj_02554,train
traj_02555,train
traj_02556,val
traj_02557,train
traj_02558,val
traj_02559,train
traj_02560,train
traj_02561,train
traj_02562,train
traj_02563,val
traj_02564,train
traj_02565,train
traj_02566,test
traj_02567,train
traj_02568,train
traj_02569,val
traj_02570,train
traj_02571,train
traj_02572,train
traj_02573,train
traj_02574,train
traj_02575,test
traj_02576,val
traj_02577,test
traj_02578,test
traj_02579,val
traj_02580,train
traj_02581,train
traj_02582,train
traj_02583,test
traj_02584,train
traj_02585,val
traj_02586,train
traj_02587,train
traj_02588,train
traj_02589,test
traj_02590,test
traj_02591,val
traj_02592,train
traj_02593,train
traj_02594,train
traj_02595,val
traj_02596,test
traj_02597,train
traj_02598,train
traj_02599,train
traj_02600,train
traj_02601,train
traj_02602,train
traj_02603,train
traj_02604,train
traj_02605,test
traj_02606,val
traj_02607,train
traj_02608,train
traj_02609,test
traj_02610,train
traj_02611,train
traj_02612,train
traj_02613,test
traj_02614,train
traj_02615,train
traj_02616,test
traj_02617,val
traj_02618,train
traj_02619,val
traj_02620,train
traj_02621,train
traj_02622,test
traj_02623,train
traj_02624,train
traj_02625,train
traj_02626,train
traj_02627,train
traj_02628,train
traj_02629,train
traj_02630,train
traj_02631,test
traj_02632,train
traj_02633,train
traj_02634,train
traj_02635,val
traj_02636,train
traj_02637,val
traj_02638,train
traj_02639,train
traj_02640,train
traj_02641,train
traj_02642,train
traj_02643,train
traj_02644,train
traj_02645,test
traj_02646,train
traj_02647,train
traj_02648,train
traj_02649,train
traj_02650,val
traj_02651,train
traj_02652,train
traj_02653,train
traj_02654,train
traj_02655,train
traj_02656,train
traj_02657,train
traj_02658,train
traj_02659,train
traj_02660,train
traj_02661,test
traj_02662,train
traj_02663,train
traj_02664,train
traj_02665,train
traj_02666,train
traj_02667,train
traj_02668,val
traj_02669,test
traj_02670,val
traj_02671,val
traj_02672,val
traj_02673,train
traj_02674,val
traj_02675,test
traj_02676,train
traj_02677,train
traj_02678,test
traj_02679,train
traj_02680,train
traj_02681,train
traj_02682,test
traj_02683,train
traj_02684,train
traj_02685,train
traj_02686,train
traj_02687,train
traj_02688,val
traj_02689,train
traj_02690,val
traj_02691,train
traj_02692,train
traj_02693,train
traj_02694,test
traj_02695,train
traj_02696,train
traj_02697,val
traj_02698,val
traj_02699,train
traj_02700,train
traj_02701,val
traj_02702,test
traj_02703,train
traj_02704,test
traj_02705,train
traj_02706,train
traj_02707,train
traj_02708,train
traj_02709,val
traj_02710,train
traj_02711,val
traj_02712,train
traj_02713,test
traj_02714,test
traj_02715,train
traj_02716,val
traj_02717,val
traj_02718,test
traj_02719,val
traj_02720,test
traj_02721,test
traj_02722,train
traj_02723,test
traj_02724,train
traj_02725,test
traj_02726,train
traj_02727,train
traj_02728,train
traj_02729,train
traj_02730,test
traj_02731,train
traj_02732,train
traj_02733,train
traj_02734,train
traj_02735,val
traj_02736,train
traj_02737,test
traj_02738,train
traj_02739,train
traj_02740,test
traj_02741,train
traj_02742,train
traj_02743,test
traj_02744,train
traj_02745,train
traj_02746,train
traj_02747,train
traj_02748,train
traj_02749,train
traj_02750,train
traj_02751,train
traj_02752,train
traj_02753,val
traj_02754,train
traj_02755,train
traj_02756,train
traj_02757,test
traj_02758,test
traj_02759,test
traj_02760,train
traj_02761,train
traj_02762,test
traj_02763,train
traj_02764,train
traj_02765,train
traj_02766,val
traj_02767,train
traj_02768,train
traj_02769,test
traj_02770,val
traj_02771,train
traj_02772,train
traj_02773,train
traj_02774,train
traj_02775,train
traj_02776,train
traj_02777,train
traj_02778,train
traj_02779,train
traj_02780,train
traj_02781,val
traj_02782,train
traj_02783,train
traj_02784,train
traj_02785,val
traj_02786,test
traj_02787,train
traj_02788,train
traj_02789,train
traj_02790,train
traj_02791,train
traj_02792,test
traj_02793,test
traj_02794,train
traj_02795,val
traj_02796,train
traj_02797,train
traj_02798,train
traj_02799,train
traj_02800,train
traj_02801,train
traj_02802,train
traj_02803,val
traj_02804,val
traj_02805,train
traj_02806,val
traj_02807,test
traj_02808,train
traj_02809,train
traj_02810,train
traj_02811,train
traj_02812,train
traj_02813,train
traj_02814,train
traj_02815,train
traj_02816,train
traj_02817,train
traj_02818,train
traj_02819,train
traj_02820,train
traj_02821,test
traj_02822,train
traj_02823,train
traj_02824,train
traj_02825,train
traj_02826,test
traj_02827,train
traj_02828,val
traj_02829,train
traj_02830,train
traj_02831,train
traj_02832,test
traj_02833,train
traj_02834,train
traj_02835,val
traj_02836,train
traj_02837,train
traj_02838,train
traj_02839,train
traj_02840,train
traj_02841,test
traj_02842,test
traj_02843,train
traj_02844,train
traj_02845,train
traj_02846,test
traj_02847,test
traj_02848,val
traj_02849,train
traj_02850,train
traj_02851,train
traj_02852,val
traj_02853,train
traj_02854,train
traj_02855,train
traj_02856,train
traj_02857,train
traj_02858,train
traj_02859,train
traj_02860,train
traj_02861,val
traj_02862,train
traj_02863,train
traj_02864,train
traj_02865,val
traj_02866,test
traj_02867,train
traj_02868,train
traj_02869,test
traj_02870,train
traj_02871,train
traj_02872,train
traj_02873,train
traj_02874,train
traj_02875,train
traj_02876,train
traj_02877,train
traj_02878,test
traj_02879,train
traj_02880,train
traj_02881,train
traj_02882,train
traj_02883,train
traj_02884,train
traj_02885,train
traj_02886,train
traj_02887,train
traj_02888,train
traj_02889,train
traj_02890,test
traj_02891,test
traj_02892,test
traj_02893,val
traj_02894,train
traj_02895,train
traj_02896,train
traj_02897,val
traj_02898,val
traj_02899,val
traj_02900,train
traj_02901,train
traj_02902,val
traj_02903,val
traj_02904,train
traj_02905,val
traj_02906,val
traj_02907,test
traj_02908,train
traj_02909,train
traj_02910,train
traj_02911,train
traj_02912,train
traj_02913,train
traj_02914,train
traj_02915,train
traj_02916,train
traj_02917,train
traj_02918,train
traj_02919,val
traj_02920,train
traj_02921,train
traj_02922,train
traj_02923,val
traj_02924,train
traj_02925,train
traj_02926,train
traj_02927,train
traj_02928,train
traj_02929,train
traj_02930,val
traj_02931,train
traj_02932,train
traj_02933,train
traj_02934,train
traj_02935,train
traj_02936,train
traj_02937,train
traj_02938,train
traj_02939,train
traj_02940,train
traj_02941,train
traj_02942,train
traj_02943,train
traj_02944,train
traj_02945,test
traj_02946,train
traj_02947,train
traj_02948,train
traj_02949,train
traj_02950,train
traj_02951,train
traj_02952,val
traj_02953,val
traj_02954,train
traj_02955,train
traj_02956,train
traj_02957,val
traj_02958,train
traj_02959,train
traj_02960,train
traj_02961,val
traj_02962,test
traj_02963,train
traj_02964,train
traj_02965,train
traj_02966,train
traj_02967,train
traj_02968,val
traj_02969,val
traj_02970,train
traj_02971,train
traj_02972,train
traj_02973,train
traj_02974,train
traj_02975,val
traj_02976,train
traj_02977,train
traj_02978,train
traj_02979,test
traj_02980,train
traj_02981,train
traj_02982,train
traj_02983,train
traj_02984,train
traj_02985,train
traj_02986,train
traj_02987,test
traj_02988,train
traj_02989,train
traj_02990,train
traj_02991,val
traj_02992,train
traj_02993,train
traj_02994,train
traj_02995,train
traj_02996,train
traj_02997,train
traj_02998,train
traj_02999,train
traj_03000,train
traj_03001,train
traj_03002,val
traj_03003,test
traj_03004,val
traj_03005,test
traj_03006,train
traj_03007,test
traj_03008,train
traj_03009,train
traj_03010,train
traj_03011,train
traj_03012,train
traj_03013,val
traj_03014,train
traj_03015,train
traj_03016,train
traj_03017,train
traj_03018,train
traj_03019,train
traj_03020,train
traj_03021,train
traj_03022,val
traj_03023,train
traj_03024,val
traj_03025,train
traj_03026,train
traj_03027,train
traj_03028,train
traj_03029,train
traj_03030,train
traj_03031,test
traj_03032,test
traj_03033,train
traj_03034,train
traj_03035,train
traj_03036,train
traj_03037,train
traj_03038,train
traj_03039,train
traj_03040,train
traj_03041,train
traj_03042,train
traj_03043,train
traj_03044,test
traj_03045,train
traj_03046,train
traj_03047,train
traj_03048,val
traj_03049,test
traj_03050,train
traj_03051,train
traj_03052,train
traj_03053,train
traj_03054,val
traj_03055,val
traj_03056,train
traj_03057,train
traj_03058,train
traj_03059,train
traj_03060,train
traj_03061,test
traj_03062,train
traj_03063,val
traj_03064,train
traj_03065,test
traj_03066,train
traj_03067,train
traj_03068,train
traj_03069,train
traj_03070,val
traj_03071,test
traj_03072,train
traj_03073,test
traj_03074,train
traj_03075,train
traj_03076,val
traj_03077,train
traj_03078,val
traj_03079,train
traj_03080,train
traj_03081,train
traj_03082,train
traj_03083,train
traj_03084,val
traj_03085,train
traj_03086,train
traj_03087,train
traj_03088,train
traj_03089,train
traj_03090,train
traj_03091,val
traj_03092,train
traj_03093,train
traj_03094,test
traj_03095,test
traj_03096,train
traj_03097,train
traj_03098,train
traj_03099,train
traj_03100,train
traj_03101,test
traj_03102,train
traj_03103,train
traj_03104,train
traj_03105,train
traj_03106,train
traj_03107,train
traj_03108,test
traj_03109,train
traj_03110,train
traj_03111,train
traj_03112,train
traj_03113,val
traj_03114,train
traj_03115,train
traj_03116,train
traj_03117,train
traj_03118,test
traj_03119,train
traj_03120,train
traj_03121,train
traj_03122,test
traj_03123,train
traj_03124,train
traj_03125,train
traj_03126,train
traj_03127,train
traj_03128,train
traj_03129,train
traj_03130,train
traj_03131,val
traj_03132,train
traj_03133,train
traj_03134,train
traj_03135,test
traj_03136,train
traj_03137,train
traj_03138,val
traj_03139,train
traj_03140,val
traj_03141,train
traj_03142,test
traj_03143,train
traj_03144,train
traj_03145,train
traj_03146,train
traj_03147,train
traj_03148,train
traj_03149,train
